"Name","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BsR","Fld","WAR","playerid"
"Tucker Neuhaus","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".205",".216",".420",".190","0.0","0.0","0.0","sa737623"
"Cody Dent","1","1","0","0","0","0","0","0","0","0","0","0","0",".167",".204",".211",".414",".188","0.0","0.0","0.0","sa738316"
"David Masters","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".201",".216",".417",".188","0.0","0.0","0.0","sa602586"
"Spencer Edwards","1","1","0","0","0","0","0","0","0","0","0","0","0",".167",".199",".217",".416",".187","0.0","0.0","0.0","sa657967"
"Jairo Kelly","1","1","0","0","0","0","0","0","0","0","0","0","0",".160",".199",".212",".411",".186","0.0","0.0","0.0","sa547848"
"Bradley Salgado","1","1","0","0","0","0","0","0","0","0","0","0","0",".155",".199",".210",".409",".186","0.0","0.0","0.0","sa550067"
"Anthony Chavez","1","1","0","0","0","0","0","0","0","0","0","0","0",".160",".201",".205",".406",".184","0.0","0.0","0.0","sa548084"
"Jose Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".159",".200",".204",".404",".184","0.0","0.0","0.0","sa657396"
"Anthony Torres","1","1","0","0","0","0","0","0","0","0","0","0","0",".164",".198",".207",".404",".183","0.0","0.0","0.0","sa739568"
"Francisco Sanchez","1","1","0","0","0","0","0","0","0","0","0","0","0",".158",".191",".216",".406",".183","0.0","0.0","0.0","sa597087"
"Jeffy Santos","1","1","0","0","0","0","0","0","0","0","0","0","0",".161",".198",".201",".399",".181","0.0","0.0","0.0","sa602920"
"Javier Lopez","1","1","0","0","0","0","0","0","0","0","0","0","0",".159",".194",".204",".399",".180","0.0","0.0","0.0","sa657314"
"Felipe Blanco","1","1","0","0","0","0","0","0","0","0","0","0","0",".156",".193",".203",".396",".180","0.0","0.0","0.0","sa598819"
"Miguel Pichardo","1","1","0","0","0","0","0","0","0","0","0","0","0",".151",".192",".198",".390",".177","0.0","0.0","0.0","sa657412"
"Austin Aune","1","1","0","0","0","0","0","0","0","0","0","0","0",".155",".190",".201",".391",".176","0.0","0.0","0.0","sa657969"
"Luis Acosta","1","1","0","0","0","0","0","0","0","0","0","0","0",".145",".187",".194",".381",".174","0.0","0.0","0.0","sa657426"
"Johan Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".149",".187",".189",".376",".172","0.0","0.0","0.0","sa736621"
